id,discipline_class_id,day_of_week,start_time,end_time,class_type,created_at
10120dba-574d-4702-806b-0699a8d249e7,8461f580-a449-40ff-8d68-162bf496bc20,QUI,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
5f82ec4b-8541-4472-81eb-de38ecff987d,8ca6f516-825d-4ae2-87d7-16060982a49e,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
f8f86c89-f0ea-4e51-9881-0a366e107e2b,8ca6f516-825d-4ae2-87d7-16060982a49e,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
ee757d6d-8fd5-4646-a30d-401f008c7f26,7bd97f5e-818a-4888-83ba-f11ca9f44d74,QUA,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
4f15da5b-6145-470f-96c8-421d8882cc2d,7bd97f5e-818a-4888-83ba-f11ca9f44d74,SEX,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
557dd848-acfe-4e8b-bb8e-ee25c4f92365,7bd97f5e-818a-4888-83ba-f11ca9f44d74,SEX,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
d5ffa81c-f613-401f-9ef6-7ac0d5f3e48d,8588e096-859f-4fbb-b8e0-b5cf38c36650,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
0927c489-6f03-41cc-92d4-222cd8aece59,8588e096-859f-4fbb-b8e0-b5cf38c36650,QUI,13:30:00,14:20:00,T,2023-08-10 00:58:55.441717
00f2dede-c533-476c-86bf-f78e52194c7e,8588e096-859f-4fbb-b8e0-b5cf38c36650,QUI,14:20:00,15:10:00,P,2023-08-10 00:58:55.441717
174bb2a8-aaa8-48ef-b26c-dce3c67b2166,e7448ced-0556-4709-9123-b9091db8d5e4,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
0289562f-d4c9-49f7-91bc-d81a222e6e28,e7448ced-0556-4709-9123-b9091db8d5e4,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
72a980d2-5627-4116-99d5-1b346175bb12,f6238d46-3e24-4d08-b4b2-c45645677af6,SEG,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
f6158749-e33d-4bdd-a29a-263430f09f3e,f6238d46-3e24-4d08-b4b2-c45645677af6,QUI,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
cf9812e3-e351-4f8c-9808-f57727348c72,545d7443-9645-4d76-af4c-b26523729a7b,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
